batchNum,subjectID,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
1,253,0,vertical,horizontal,null,null,null,3266,null,null,null,null,null,above,IBstimulus_absent,null,null,13179
1,253,1,vertical,vertical,null,null,null,2262,null,null,null,null,null,below,IBstimulus_absent,null,null,8053
1,253,2,horizontal,horizontal,null,null,null,4017,null,null,null,null,null,above,IBstimulus_absent,null,null,10331
1,253,3,horizontal,horizontal,yes,blue,reportColor,1636,4888,6074,5799,4335,4206,above,IBstimulus_present,blue,right,32070
1,254,0,vertical,vertical,null,null,null,4057.965,null,null,null,null,null,above,IBstimulus_absent,null,null,9453.53
1,254,1,horizontal,horizontal,null,null,null,2692.995,null,null,null,null,null,above,IBstimulus_absent,null,null,12297.43
1,254,2,vertical,vertical,null,null,null,1971.09,null,null,null,null,null,above,IBstimulus_absent,null,null,5729.51
1,254,3,horizontal,horizontal,no,blue,reportColor,3565.1,4941.235,12101.61,8180.565,3984.135,4830.295,above,IBstimulus_present,blue,right,40898.285
1,255,0,vertical,vertical,null,null,null,10649.2,null,null,null,null,null,above,IBstimulus_absent,null,null,21662.27
1,255,1,vertical,vertical,null,null,null,2911.98,null,null,null,null,null,above,IBstimulus_absent,null,null,8208.6
1,255,2,vertical,vertical,null,null,null,2437.18,null,null,null,null,null,below,IBstimulus_absent,null,null,7270.355
1,255,3,vertical,vertical,no,blue,reportColor,3499.64,6022.245,14504.255,5706.97,4365.085,5258.155,above,IBstimulus_absent,null,null,42447.21
1,256,0,vertical,vertical,null,null,null,4188.075,null,null,null,null,null,above,IBstimulus_absent,null,null,9598.23
1,256,1,vertical,vertical,null,null,null,2537.39,null,null,null,null,null,above,IBstimulus_absent,null,null,6375.345
1,256,2,vertical,vertical,null,null,null,1984.07,null,null,null,null,null,above,IBstimulus_absent,null,null,5659.41
1,256,3,vertical,vertical,yes,red,reportColor,3127.055,4259.685,3844.045,5692.595,3094.53,5943.305,above,IBstimulus_present,red,left,29888.195
1,257,0,vertical,horizontal,null,null,null,17444.25,null,null,null,null,null,above,IBstimulus_absent,null,null,38525.57
1,257,1,horizontal,horizontal,null,null,null,5507.94,null,null,null,null,null,below,IBstimulus_absent,null,null,11076.135
1,257,2,vertical,vertical,null,null,null,2535.535,null,null,null,null,null,below,IBstimulus_absent,null,null,7672.015
1,257,3,vertical,vertical,no,blue,reportColor,2537.81,8225.86,21693.895,9405.91,6090.395,6920.355,above,IBstimulus_present,blue,right,58994.95
1,258,0,vertical,vertical,null,null,null,2747.335,null,null,null,null,null,below,IBstimulus_absent,null,null,8165.04
1,258,1,vertical,vertical,null,null,null,2231.255,null,null,null,null,null,above,IBstimulus_absent,null,null,5454.48
1,258,2,vertical,vertical,null,null,null,1204.765,null,null,null,null,null,below,IBstimulus_absent,null,null,4276.76
1,258,3,vertical,vertical,yes,blue,reportColor,2206.79,8159.475,8666.395,4126.395,2624.365,4854.415,below,IBstimulus_absent,null,null,33422.495
1,259,0,vertical,vertical,null,null,null,3962.185,null,null,null,null,null,below,IBstimulus_absent,null,null,8916.815
1,259,1,vertical,vertical,null,null,null,2743.03,null,null,null,null,null,below,IBstimulus_absent,null,null,10658.31
1,259,2,horizontal,horizontal,null,null,null,3341.67,null,null,null,null,null,above,IBstimulus_absent,null,null,8716.05
1,259,3,horizontal,horizontal,no,blue,reportColor,6636.8,5291.315,10654.995,8554.82,3847.425,4508.705,below,IBstimulus_absent,null,null,43217.09
1,260,0,horizontal,horizontal,null,null,null,3006.13,null,null,null,null,null,above,IBstimulus_absent,null,null,10202.08
1,260,1,vertical,vertical,null,null,null,2092.725,null,null,null,null,null,above,IBstimulus_absent,null,null,8533.835
1,260,2,horizontal,horizontal,null,null,null,2423.015,null,null,null,null,null,above,IBstimulus_absent,null,null,5963.635
1,260,3,vertical,vertical,yes,blue,reportColor,4679.16,6705.88,2529.55,4940.845,5633.445,7047.5,below,IBstimulus_present,blue,right,35126.975
1,261,0,horizontal,horizontal,null,null,null,3443.01,null,null,null,null,null,below,IBstimulus_absent,null,null,12232.71
1,261,1,vertical,vertical,null,null,null,2546.37,null,null,null,null,null,above,IBstimulus_absent,null,null,6648.68
1,261,2,vertical,vertical,null,null,null,1359.39,null,null,null,null,null,above,IBstimulus_absent,null,null,5494.21
